subject,body,label
Store Newsletter: June Updates,"Dear John, Your appointment is scheduled for June 10, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Community Team",0
Claim Your premium membership Today,"Dear User, Your password needs updating due to unauthorized access. Visit [scam-site.net] to avoid account suspension. Regards, Billing Department",1
Claim Your exclusive offer Today,"Dear User, Your account information needs updating due to security breach. Visit [malicious-link.org] to avoid account deletion. Regards, Rewards Team",1
Your webinar Confirmation,"Dear User, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Customer Care",0
Your appointment Confirmation,"Dear User, Your webinar is scheduled for June 7, 2025. View details at platform.com/setup. Contact help@platform.com to reschedule. Best, Customer Care",0
Action Required: immediate verification,"Dear Customer, We detected unauthorized access on your account. Please unlock at [scam-site.net] to secure your account. Failure to act within 48 hours may result in additional fees. Regards, Billing Department",1
Your Account Has Been compromised,"Dear User, Your account information needs updating due to security breach. Visit [fake-portal.com] to avoid account suspension. Regards, Rewards Team",1
Security Alert: unusual sign-in Detected,"Hello, Your account account requires account unlock. Click [fake-portal.com] to verify. Contact support@fakebank.com if you need assistance. Thank you, Billing Department",1
Community Newsletter: July Updates,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Onboarding Team",0
Invoice # 7628 Overdue,"Hello, Your account account requires account unlock. Click [malicious-link.org] to reset. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Product Update: updated dashboard,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at events@company.com. Thanks, Onboarding Team",0
Update Your password Immediately,"Dear User, We detected unauthorized access on your account. Please renew at [fake-portal.com] to secure your account. Failure to act within 24 hours may result in additional fees. Regards, Rewards Team",1
Security Alert: suspicious activity Detected,"Hi, You’ve won premium membership! Click [malicious-link.org] to claim it now. Hurry, offer expires 3 days! Best, Rewards Team",1
Shipping Update for Order #897911,"Hello, Our June newsletter is here! Join us for appointment. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Community Team",0
Shipping Update for Order #897911,"Dear John, Your annual event is scheduled for June 7, 2025. View details at store.com/tracking. Contact events@company.com to reschedule. Best, Onboarding Team",0
Your Community Renewal,"Hello, We’ve released updated dashboard for your account. Learn more at company.com/events. Let us know your feedback at support@store.com. Thanks, Store Team",0
Your bank Account Needs Attention,"Hi, You’ve won exclusive offer! Click [malicious-link.org] to claim it now. Hurry, offer expires 3 days! Best, Security Team",1
webinar Invitation,"Dear John, Thank you for your order #974333. Your package will arrive by June 7, 2025. Track your order at store.com/tracking. Contact events@company.com for assistance. Best, Customer Care",0
Order Confirmation #859402,"Dear Customer, Thank you for your order #206495. Your package will arrive by June 7, 2025. Track your order at platform.com/setup. Contact events@company.com for assistance. Best, Customer Care",0
Action Required: immediate verification,"Hello, Your invoice #9915 is overdue. Pay now at [fake-portal.com] to avoid service interruption. Contact help@fakecompany.com for help. Thanks, Account Services",1
Claim Your $1000 gift card Today,"Dear User, Your payment details needs updating due to unauthorized access. Visit [fake-portal.com] to avoid additional fees. Regards, Billing Department",1
Your Account Has Been compromised,"Dear Client, We detected unusual sign-in on your account. Please unlock at [scam-site.net] to secure your account. Failure to act within 48 hours may result in account suspension. Regards, Account Services",1
Product Update: new features,"Dear User, Your appointment is scheduled for June 7, 2025. View details at company.com/events. Contact support@store.com to reschedule. Best, Customer Care",0
Your subscription Account Needs Attention,"Dear User, Your payment details needs updating due to security breach. Visit [suspicious-link.com] to avoid account suspension. Regards, Account Services",1
Invoice # 9915 Overdue,"Dear User, Your payment details needs updating due to suspicious activity. Visit [malicious-link.org] to avoid account deletion. Regards, Billing Department",1
annual event Invitation,"Dear Customer, Your webinar is scheduled for June 7, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Customer Care",0
Product Update: new features,"Dear Customer, Your annual event is scheduled for June 7, 2025. View details at platform.com/setup. Contact events@company.com to reschedule. Best, Onboarding Team",0
Password Changed Successfully,"Hello, We’ve released new features for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Customer Care",0
Thank You for Your purchase,"Dear User, Your webinar is scheduled for June 7, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Customer Care",0
Claim Your premium membership Today,"Dear Customer, We detected unauthorized access on your account. Please update at [scam-site.net] to secure your account. Failure to act within 24 hours may result in account suspension. Regards, Account Services",1
Thank You for Your purchase,"Hello, Our July newsletter is here! Join us for appointment. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Your App Renewal,"Hello, We’ve released improved security for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Onboarding Team",0
Update Your password Immediately,"Dear User, Your payment details needs updating due to suspicious activity. Visit [suspicious-link.com] to avoid service interruption. Regards, Billing Department",1
Action Required: password reset,"Hello, Your bank account requires password reset. Click [malicious-link.org] to renew. Contact billing@scamsite.com if you need assistance. Thank you, Billing Department",1
Your account Account Needs Attention,"Hello, Your account account requires password reset. Click [scam-site.net] to verify. Contact billing@scamsite.com if you need assistance. Thank you, Rewards Team",1
Update Your password Immediately,"Dear Client, We detected unusual sign-in on your account. Please reset at [suspicious-link.com] to secure your account. Failure to act within 48 hours may result in account suspension. Regards, Security Team",1
Password Changed Successfully,"Hi, Welcome to Store! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Customer Care",0
Update Your password Immediately,"Dear Client, We detected suspicious activity on your account. Please renew at [suspicious-link.com] to secure your account. Failure to act within 24 hours may result in account deletion. Regards, Account Services",1
